Key,Description,Standard,Chinese,TraditionalChinese,English
SAY.chapterFlow02.5434.主角,,那就这样。,那就这样。,那就這樣。,Alright， then that settles it.
SAY.chapterFlow02.5435.林雨山,,哦，阿南……,哦，阿南……,哦，阿南……,Oh， Ah Nan...
SAY.chapterFlow02.5436.林雨山,,还有件事跟你说。,还有件事跟你说。,還有件事跟你說。,Something I need to tell you.
SAY.chapterFlow02.5437.主角,,什么？,什么？,什麼？,What?
SAY.chapterFlow02.5438.林雨山,,呃……是这样的。,呃……是这样的。,呃……是這樣的。,Uh..it's like this.
SAY.chapterFlow02.5439.林雨山,,我有个妹，我叔家的，表妹吧应该叫。,我有个妹，我叔家的，表妹吧应该叫。,我有個妹，我叔家的，表妹吧應該叫。,I have a cousin， my uncle's cousin.
SAY.chapterFlow02.5440.主角,,叔的是堂妹。,叔的是堂妹。,叔的是堂妹。,Okay， and?
SAY.chapterFlow02.5441.林雨山,,哦，堂妹……,哦，堂妹……,哦，堂妹……,So...
SAY.chapterFlow02.5442.林雨山,,年纪比我们小两岁吧，三十一二这样子。,年纪比我们小两岁吧，三十一二这样子。,年紀比我們小兩歲吧，三十一二這樣子。,Younger than us by a year or two， like 31， 32.
SAY.chapterFlow02.5443.林雨山,,她和你一样，老公也是刚走一段时间。,她和你一样，老公也是刚走一段时间。,她和你一樣，老公也是剛走一段時間。,She's like you， lost her husband a while back.
SAY.chapterFlow02.5444.林雨山,,然后她也带着个娃仔，年纪比荔荔还小点。,然后她也带着个娃仔，年纪比荔荔还小点。,然後她也帶著個娃仔，年紀比荔荔還小點。,She also has a kid， a bit younger than Lili.
SAY.chapterFlow02.5445.林雨山,,我觉得你俩蛮合适的。,我觉得你俩蛮合适的。,我覺得你倆蠻合適的。,I think you two might be suitable.
SAY.chapterFlow02.5446.主角,,什么合适？,什么合适？,什麼合適？,Suitable?
SAY.chapterFlow02.5447.林雨山,,她各方面条件都不错，长得漂亮，性格也好。,她各方面条件都不错，长得漂亮，性格也好。,她各方麵條件都不錯，長得漂亮，性格也好。,She's got good qualities， pretty， kind.
SAY.chapterFlow02.5448.林雨山,,我跟她提过你，她愿意见个面。,我跟她提过你，她愿意见个面。,我跟她提過你，她願意見個面。,I mentioned you to her， she said she's willing to meet.
SAY.chapterFlow02.5449.林雨山,,就看你想不想……,就看你想不想……,就看你想不想……,Up to you if...
SAY.chapterFlow02.5450.主角,,不想。,不想。,不想。,Nope.
SAY.chapterFlow02.5451.林雨山,,哎呀，既然大家……,哎呀，既然大家……,哎呀，既然大家……,Ah， but everyone...
SAY.chapterFlow02.5452.主角,,莫讲了。,莫讲了。,莫講了。,End of discussion.
SAY.chapterFlow02.5453.主角,,开车就开车，其他事情不用喊我。,开车就开车，其他事情不用喊我。,開車就開車，其他事情不用喊我。,I only drive， don't call me for anything else.
SAY.chapterFlow02.5454.林雨山,,好好好。,好好好。,好好好。,Okay okay.
SAY.chapterFlow02.5455.林雨山,,那就算了。,那就算了。,那就算了。,Forget it then.
SAY.chapterFlow02.5457.宁叔,,弟啊！还认得我咩！？,弟啊！还认得我咩！？,弟啊！還認得我咩！？,Kiddo! Remember me?
SAY.chapterFlow02.5460.主角,,我们见过咯？,我们见过咯？,我們見過咯？,We've met before?
SAY.chapterFlow02.5461.宁叔,,嗐！我坐过你的车呀！,嗐！我坐过你的车呀！,嗐！我坐過你的車呀！,Agh! I rode your car!
SAY.chapterFlow02.5462.主角,,……没印象。,……没印象。,……沒印象。,...Don't remember.
SAY.chapterFlow02.5463.宁叔,,大概七八年前，你还在矿区开车的时候！,大概七八年前，你还在矿区开车的时候！,大概七八年前，你還在礦區開車的時候！,7 or 8 years ago， you were still driving for the mining area.
SAY.chapterFlow02.5464.主角,,不记得了。,不记得了。,不記得了。,Don't remember.
SAY.chapterFlow02.5465.宁叔,,那天是街日子。,那天是街日子。,那天是街日子。,That was the street market day.
SAY.chapterFlow02.5468.宁叔,,我和我老伴拿家里种的东西来镇上卖。,我和我老伴拿家里种的东西来镇上卖。,我和我老伴拿家裏種的東西來鎮上賣。,Me and my partner brought stuff here to sell.
SAY.chapterFlow02.5467.宁叔,,村里没有车坐，要挑担徒步走十几里路。,村里没有车坐，要挑担徒步走十几里路。,村裏沒有車坐，要挑擔徒步走十幾裏路。,Couldn't find a car to take， so we had to walk with all of our stuff for dozens of kilometers.
SAY.chapterFlow02.5466.宁叔,,碰巧你开车经过看到，就捎了我们一程。,碰巧你开车经过看到，就捎了我们一程。,碰巧你開車經過看到，就捎了我們一程。,And you saw us on the way in so you gave us a ride.
SAY.chapterFlow02.5469.宁叔,,你怕我们不好意思，还一直找话跟我们聊天！,你怕我们不好意思，还一直找话跟我们聊天！,你怕我們不好意思，還一直找話跟我們聊天！,You thought it would be awkward so you kept talking!
SAY.chapterFlow02.5470.宁叔,,你说你的娃仔刚出生，是个女儿！,你说你的娃仔刚出生，是个女儿！,你說你的娃仔剛出生，是個女兒！,You said you just had a kid， baby girl!
SAY.chapterFlow02.5471.宁叔,,又说你和我一样属虎，我比你大二十四岁。,又说你和我一样属虎，我比你大二十四岁。,又說你和我一樣屬虎，我比你大二十四歲。,You also said we were both born in the year of the tiger， I'm older than you by 24 years.
SAY.chapterFlow02.5472.主角,,哦，我想起来了！,哦，我想起来了！,哦，我想起來了！,Oh， I remember!
SAY.chapterFlow02.5473.主角,,你差点拿了我的运单去卷烟！,你差点拿了我的运单去卷烟！,你差點拿了我的運單去捲煙！,You almost took my delivery slip to roll a smoke!
SAY.chapterFlow02.5474.宁叔,,对啦对啦！就是我！,对啦对啦！就是我！,對啦對啦！就是我！,Yeah yeah! That's me!
SAY.chapterFlow02.5475.宁叔,,给你路费也不要，给你红薯芋头也不要。,给你路费也不要，给你红薯芋头也不要。,給你路費也不要，給你紅薯芋頭也不要。,Tried to pay you， you didn't want it. Wanted to give you some potatoes or taro you didn't' want it.
SAY.chapterFlow02.5476.宁叔,,我真是过意不去。,我真是过意不去。,我真是過意不去。,I really felt bad.
SAY.chapterFlow02.5477.主角,,不要紧的，举手之劳。,不要紧的，举手之劳。,不要緊的，舉手之勞。,It was nothing.
SAY.chapterFlow02.5478.宁叔,,话不是这样讲哦！,话不是这样讲哦！,話不是這樣講哦！,Can't say it like that!
SAY.chapterFlow02.5479.宁叔,,不是人人都做得到的！,不是人人都做得到的！,不是人人都做得到的！,Not everyone can do what you did!
SAY.chapterFlow02.5480.主角,,师傅教过，出门在外，帮别人等于帮自己。,师傅教过，出门在外，帮别人等于帮自己。,師傅教過，出門在外，幫別人等於幫自己。,My teacher taught me when I go out， helping others is the same as helping yourself.
SAY.chapterFlow02.5481.宁叔,,后来不知道从哪天起，大家就没见过你了。,后来不知道从哪天起，大家就没见过你了。,後來不知道從哪天起，大家就沒見過你了。,But I don't know since when we stopped seeing you.
SAY.chapterFlow02.5482.宁叔,,但是我记着你的名字。覃牧南。,但是我记着你的名字。覃牧南。,但是我記著你的名字。覃牧南。,But I remember your name， Qin Munan.
SAY.chapterFlow02.5483.主角,,我买了车跑货运，不在矿区上班了。,我买了车跑货运，不在矿区上班了。,我買了車跑貨運，不在礦區上班了。,I bought a truck to do deliveries， I don't drive for the mine anymore.
SAY.chapterFlow02.5484.主角,,那条路也很少走了。,那条路也很少走了。,那條路也很少走了。,I don't really come out this way either.
SAY.chapterFlow02.5485.宁叔,,今天我来镇上找司机。,今天我来镇上找司机。,今天我來鎮上找司機。,I came looking for a driver today.
SAY.chapterFlow02.5486.宁叔,,供销社那些人说，木材厂的那个什么叶老板。,供销社那些人说，木材厂的那个什么叶老板。,供銷社那些人說，木材廠的那個什麼葉老闆。,They told me that there was that Boss Ye from the lumberyard.
SAY.chapterFlow02.5487.宁叔,,有个熟人叫覃牧南，他的车子才够大。,有个熟人叫覃牧南，他的车子才够大。,有個熟人叫覃牧南，他的車子才夠大。,Knows someone named Qin Munan， he's got a big enough truck.
SAY.chapterFlow02.5488.宁叔,,我还在想会不会是听错，或者有人同名同姓。,我还在想会不会是听错，或者有人同名同姓。,我還在想會不會是聽錯，或者有人同名同姓。,I was just thinking， did I hear wrong? Or does someone just have the same name.
SAY.chapterFlow02.5489.宁叔,,结果真是你！够巧了！,结果真是你！够巧了！,結果真是你！夠巧了！,And it is you! What a coincidence!
SAY.chapterFlow02.5490.主角,,哈哈，是挺巧的。,哈哈，是挺巧的。,哈哈，是挺巧的。,Haha， yeah what a coincidence indeed!
SAY.chapterFlow02.5491.主角,,你要拉什么？,你要拉什么？,你要拉什麼？,What do you need delivered?
SAY.chapterFlow02.5492.宁叔,,我们村的农机，要送去县城维修点。,我们村的农机，要送去县城维修点。,我們村的農機，要送去縣城維修點。,Ah， this machine from our village farm， gotta take it in for repairs and maintenence.
SAY.chapterFlow02.5493.宁叔,,村长派我做代表，让我来处理。,村长派我做代表，让我来处理。,村長派我做代表，讓我來處理。,The village elder sent me to be the representative， told me to take care of it.
SAY.chapterFlow02.5494.主角,,可以，我帮你们拉。,可以，我帮你们拉。,可以，我幫你們拉。,Sure， I'll deliver it.
SAY.chapterFlow02.5495.宁叔,,那太好了！有你在我就安心了！,那太好了！有你在我就安心了！,那太好了！有你在我就安心了！,Great! I can relax with you doing it.
SAY.chapterFlow02.5496.宁叔,,到时候来我家吃饭！,到时候来我家吃饭！,到時候來我家吃飯！,Come over for a meal sometime!
SAY.chapterFlow02.5497.宁叔,,我家房子重新盖过了，有两层！,我家房子重新盖过了，有两层！,我家房子重新蓋過了，有兩層！,We rebuit our place， it's got two stories now!
SAY.chapterFlow02.5498.宁叔,,火砖的！不是泥砖了！,火砖的！不是泥砖了！,火磚的！不是泥磚了！,Firebricks! Not mud bricks!
SAY.chapterFlow02.5499.主角,,哈哈哈。,哈哈哈。,哈哈哈。,Hahaha.
SAY.chapterFlow02.5500.主角,,没问题，我一定去。,没问题，我一定去。,沒問題，我一定去。,Sure， I'll definitely go.
SAY.chapterFlow02.5503.UI旁白1,,糖厂要请临时工司机。,糖厂要请临时工司机。,糖廠要請臨時工司機。,The sugar factory needs a driver too.
SAY.chapterFlow02.5508.UI旁白1,,他们车队的负责人叫我过去找他。,他们车队的负责人叫我过去找他。,他們車隊的負責人叫我過去找他。,The manager told me to go find him.
SAY.chapterFlow02.5510.主角,,（时间差不多了，可以去糖厂了。）,（时间差不多了，可以去糖厂了。）,（時間差不多了，可以去糖廠了。）,(It's about time， I can head over to the sugar factory.)
SAY.chapterFlow02.5515.主角,,已经收榨了吧？,已经收榨了吧？,已經收榨了吧？,Already harvested?
SAY.chapterFlow02.5516.糖厂司机,,三月底就收了，十二月再开榨。,三月底就收了，十二月再开榨。,三月底就收了，十二月再開榨。,Did that in March， gonna start processing in December.
SAY.chapterFlow02.5517.主角,,那还请车做什么？,那还请车做什么？,那還請車做什麼？,Why do you need a truck for?
SAY.chapterFlow02.5518.主角,,又不用运甘蔗了。,又不用运甘蔗了。,又不用運甘蔗了。,You're not delivering any cane.
SAY.chapterFlow02.5519.糖厂司机,,把榨好的糖拉出去啊。,把榨好的糖拉出去啊。,把榨好的糖拉出去啊。,Shipping the sugar.
SAY.chapterFlow02.5520.主角,,有这么多糖？,有这么多糖？,有這麼多糖？,There's that much?
SAY.chapterFlow02.5521.糖厂司机,,现在厂里车很少的。,现在厂里车很少的。,現在廠裏車很少的。,We don't have a lot of trucks.
SAY.chapterFlow02.5522.糖厂司机,,效益不好，养不起。,效益不好，养不起。,效益不好，養不起。,It's not efficient， we can't afford it.
SAY.chapterFlow02.5523.糖厂司机,,只留了三台大货车。,只留了三台大货车。,只留了三臺大貨車。,We only have three large trucks.
SAY.chapterFlow02.5524.糖厂司机,,还有两台农用车和老板的伏尔加。,还有两台农用车和老板的伏尔加。,還有兩臺農用車和老闆的伏爾加。,Two of the farm ones， and the boss's car.
SAY.chapterFlow02.5525.糖厂司机,,有时出货量大，运力根本就不够。,有时出货量大，运力根本就不够。,有時出貨量大，運力根本就不夠。,Sometimes we have a lot to ship， we don't have enough capacity.
SAY.chapterFlow02.5526.主角,,我以为你们蛮景气呢。,我以为你们蛮景气呢。,我以為你們蠻景氣呢。,I thought you all were doing good.
SAY.chapterFlow02.5527.糖厂司机,,早就不行了。,早就不行了。,早就不行了。,We've been struggling.
SAY.chapterFlow02.5528.糖厂司机,,你车况怎么样？,你车况怎么样？,你車況怎麼樣？,How's your car?
SAY.chapterFlow02.5529.主角,,还可以啊。,还可以啊。,還可以啊。,Not bad.
SAY.chapterFlow02.5530.主角,,月初才做过二级维护。,月初才做过二级维护。,月初才做過二級維護。,Just did a second level maintenance start of the month.
SAY.chapterFlow02.5531.糖厂司机,,那等下跟我们跑一趟。,那等下跟我们跑一趟。,那等下跟我們跑一趟。,Come with us in a bit.
SAY.chapterFlow02.5532.糖厂司机,,拉些糖到枣坪那边的一个中转仓库。,拉些糖到枣坪那边的一个中转仓库。,拉些糖到棗坪那邊的一個中轉倉庫。,Bring some sugar over to a transit warehouse in Zaoping.
SAY.chapterFlow02.5533.主角,,枣坪？打算走哪条路？,枣坪？打算走哪条路？,棗坪？打算走哪條路？,Zaoping? Which way you plan on going?
SAY.chapterFlow02.5535.糖厂司机,,从锦绣过孟善。,从锦绣过孟善。,從錦繡過孟善。,From Jinxiu to Mengshan.
SAY.chapterFlow02.5536.主角,,这么信得过我？,这么信得过我？,這麼信得過我？,That much faith in me?
SAY.chapterFlow02.5537.主角,,一来就跑盘山公路。,一来就跑盘山公路。,一來就跑盤山公路。,First run is a mountain road.
SAY.chapterFlow02.5538.糖厂司机,,信不过就不会找你啦。,信不过就不会找你啦。,信不過就不會找你啦。,If we don't trust you then we wouldn't have called you.
SAY.chapterFlow02.5539.糖厂司机,,芷滨开车的就这点人，早都听说过你了。,芷滨开车的就这点人，早都听说过你了。,芷濱開車的就這點人，早都聽說過你了。,Only so many drivers in Zhibin， everyone knows you.
SAY.chapterFlow02.5540.糖厂司机,,难走的路开过不少吧？出过大事故没有？,难走的路开过不少吧？出过大事故没有？,難走的路開過不少吧？出過大事故沒有？,You've driven many difficult roads， right? Haven't had any accidents， right?
SAY.chapterFlow02.5541.主角,,没有。,没有。,沒有。,No accidents.
SAY.chapterFlow02.5542.糖厂司机,,那就得啦。,那就得啦。,那就得啦。,See.
SAY.chapterFlow02.5543.糖厂司机,,平安把车开到目的地，靠的是什么？,平安把车开到目的地，靠的是什么？,平安把車開到目的地，靠的是什麼？,What do you rely on to get to the destination safely?
SAY.chapterFlow02.5544.糖厂司机,,一个是技术要够扎实，另外就是心态要够稳。,一个是技术要够扎实，另外就是心态要够稳。,一個是技術要夠扎實，另外就是心態要夠穩。,Gotta have good skills， and a strong mind.
SAY.chapterFlow02.5547.主角,,嗬……嗬……,嗬……嗬……,呵……呵……,Huff....Huff....
SAY.chapterFlow02.5548.主角,,地主妹。,地主妹。,地主妹。,Kid.
SAY.chapterFlow02.5550.主角,,……地主妹？,……地主妹？,……地主妹？,...Kid?
SAY.chapterFlow02.5553.女儿,,陈老师，我爸爸来了。,陈老师，我爸爸来了。,陳老師，我爸爸來了。,Teacher Chen， My dad is here.
SAY.chapterFlow02.5555.陈老师,,是吗？那就好呀！,是吗？那就好呀！,是嗎？那就好呀！,Really? Great!
SAY.chapterFlow02.5556.陈老师,,你可以回家啦！,你可以回家啦！,你可以回家啦！,You can go him!
SAY.chapterFlow02.5557.陈老师,,是覃师傅吗？,是覃师傅吗？,是覃師傅嗎？,Master Qin?
SAY.chapterFlow02.5558.陈老师,,我姓陈，是茁荔的思想品德课和自然课老师。,我姓陈，是茁荔的思想品德课和自然课老师。,我姓陳，是茁荔的思想品德課和自然課老師。,My last name is Chen. I am Zhuoli's science and etiquette teacher.
SAY.chapterFlow02.5559.主角,,噢，陈老师，你好！,噢，陈老师，你好！,噢，陳老師，你好！,Ah， Teacher Chen， hello!
SAY.chapterFlow02.5560.陈老师,,你好你好！,你好你好！,你好你好！,Hello!
SAY.chapterFlow02.5561.陈老师,,刚收工嘛？,刚收工嘛？,剛收工嘛？,Just got done with work?
SAY.chapterFlow02.5562.主角,,对，下午跟人去送货。,对，下午跟人去送货。,對，下午跟人去送貨。,Yeah， I did a delivery this afternoon.
SAY.chapterFlow02.5563.主角,,堵在回来的路上了。,堵在回来的路上了。,堵在回來的路上了。,Got stuck in traffic on the way back.
SAY.chapterFlow02.5564.陈老师,,哎哟，那难怪！,哎哟，那难怪！,哎喲，那難怪！,Ah， no wonder.
SAY.chapterFlow02.5565.陈老师,,我问茁荔，为什么学校关门了还不走？,我问茁荔，为什么学校关门了还不走？,我問茁荔，為什麼學校關門了還不走？,I was asking Zhuoli， the school is closed why is she still here.
SAY.chapterFlow02.5566.陈老师,,她说，你今早说了要来接她。,她说，你今早说了要来接她。,她說，你今早說了要來接她。,She said you told her this morning you'd pick up her up.
SAY.chapterFlow02.5567.陈老师,,而且她也没家里钥匙。,而且她也没家里钥匙。,而且她也沒家裏鑰匙。,And she doesn't have the keys at home.
SAY.chapterFlow02.5568.陈老师,,我不放心让她自己等，就在这儿陪她。,我不放心让她自己等，就在这儿陪她。,我不放心讓她自己等，就在這兒陪她。,I didn't feel safe with her waiting here alone， so I just stayed with her.
SAY.chapterFlow02.5569.主角,,不好意思，老师。,不好意思，老师。,不好意思，老師。,Sorry， Teacher Chen.
SAY.chapterFlow02.5570.主角,,耽误你时间了。,耽误你时间了。,耽誤你時間了。,Made you wait.
SAY.chapterFlow02.5571.陈老师,,没关系。,没关系。,沒關係。,Don't worry.
SAY.chapterFlow02.5572.陈老师,,今天本来就是我值班。,今天本来就是我值班。,今天本來就是我值班。,It's my turn to be on call today.
SAY.chapterFlow02.5573.陈老师,,我的责任是要确保没有学生留下。,我的责任是要确保没有学生留下。,我的責任是要確保沒有學生留下。,My duty is to make sure none of the students are staying behind.
SAY.chapterFlow02.5574.陈老师,,对了，覃师傅。,对了，覃师傅。,對了，覃師傅。,Oh right， Master Qin.
SAY.chapterFlow02.5575.陈老师,,我听茁荔说，爷爷奶奶去了广东？,我听茁荔说，爷爷奶奶去了广东？,我聽茁荔說，爺爺奶奶去了廣東？,I hear Zhuoli say， her grandparents went to Guangdong?
SAY.chapterFlow02.5576.主角,,是的，我妹刚生娃仔，他们去看她。,是的，我妹刚生娃仔，他们去看她。,是的，我妹剛生娃仔，他們去看她。,Yeah， My sister just had a kid， they went to visit her.
SAY.chapterFlow02.5577.陈老师,,那你也不容易啊。,那你也不容易啊。,那你也不容易啊。,Must be hard for you too.
SAY.chapterFlow02.5578.陈老师,,一个人，又要去工作，又要照顾茁荔。,一个人，又要去工作，又要照顾茁荔。,一個人，又要去工作，又要照顧茁荔。,You have to work and take care of Zhuoli by yourself.
SAY.chapterFlow02.5579.主角,,特殊情况，没办法。,特殊情况，没办法。,特殊情況，沒辦法。,Special situation， can't help it.
SAY.chapterFlow02.5580.陈老师,,当家长是挺辛苦的。,当家长是挺辛苦的。,當家長是挺辛苦的。,Being a parent is hard.
SAY.chapterFlow02.5581.陈老师,,有什么需要帮忙的尽管告诉我！,有什么需要帮忙的尽管告诉我！,有什麼需要幫忙的儘管告訴我！,If you need any help just let me know!
SAY.chapterFlow02.5582.主角,,好的，谢谢你。,好的，谢谢你。,好的，謝謝你。,Okay， thank you!
SAY.chapterFlow02.5583.陈老师,,那你们快回家吧！,那你们快回家吧！,那你們快回家吧！,Head on home!
SAY.chapterFlow02.5584.陈老师,,茁荔说不定肚子饿了。,茁荔说不定肚子饿了。,茁荔說不定肚子餓了。,Zhuoli is probably hungry.
SAY.chapterFlow02.5585.陈老师,,是不是，茁荔？,是不是，茁荔？,是不是，茁荔？,Isn't that right， Zhuoli?
SAY.chapterFlow02.5586.女儿,,……还没有。,……还没有。,……還沒有。,...Not yet.
SAY.chapterFlow02.5587.主角,,好，那我们走了。,好，那我们走了。,好，那我們走了。,Okay， let's go.
SAY.chapterFlow02.5588.主角,,再见。,再见。,再見。,Goodbye.
SAY.chapterFlow02.5589.女儿,,陈老师再见。,陈老师再见。,陳老師再見。,Bye Teacher Chen.
SAY.chapterFlow02.5590.陈老师,,再见！,再见！,再見！,Bye!
SAY.chapterFlow02.5593.主角,,要买个玩具咩？,要买个玩具咩？,要買個玩具咩？,Want to buy a toy?
SAY.chapterFlow02.5594.主角,,地主妹？,地主妹？,地主妹？,Kid?
SAY.chapterFlow02.5598.女儿,,不要。,不要。,不要。,No.
SAY.chapterFlow02.5637.主角,,进去选一个，给你买。,进去选一个，给你买。,進去選一個，給你買。,Go pick one， I'll buy you one.
SAY.chapterFlow02.5638.女儿,,我不要玩具。,我不要玩具。,我不要玩具。,I don't want toys.
SAY.chapterFlow02.5639.女儿,,我有妈妈给我做的。,我有妈妈给我做的。,我有媽媽給我做的。,I want the ones mom made.
SAY.chapterFlow02.5642.主角,,还在不高兴嘛？,还在不高兴嘛？,還在不高興嘛？,Still unhappy?
SAY.chapterFlow02.5643.女儿,,没有。,没有。,沒有。,No.
SAY.chapterFlow02.5644.主角,,跟你说了，路上堵车。,跟你说了，路上堵车。,跟你說了，路上堵車。,I told you， I got stuck in traffic.
SAY.chapterFlow02.5645.主角,,怕你等太久，我都尽量赶回来啦。,怕你等太久，我都尽量赶回来啦。,怕你等太久，我都儘量趕回來啦。,I was afraid you would wait long， I came as quickly as I could.
SAY.chapterFlow02.5646.女儿,,我已经等了很久了。,我已经等了很久了。,我已經等了很久了。,I waited for a long time.
SAY.chapterFlow02.5647.女儿,,别的同学早就回家了。,别的同学早就回家了。,別的同學早就回家了。,All my classmates already went home.
SAY.chapterFlow02.5649.女儿,,门卫爷爷都走了。,门卫爷爷都走了。,門衛爺爺都走了。,Even the grandpa guard went home.
SAY.chapterFlow02.5650.主角,,我又不是故意的。,我又不是故意的。,我又不是故意的。,I didn't do it on purpose.
SAY.chapterFlow02.5651.主角,,总会有这种时候的啊，突然遇到点什么事。,总会有这种时候的啊，突然遇到点什么事。,總會有這種時候的啊，突然遇到點什麼事。,Sometimes， things just happen.
SAY.chapterFlow02.5652.女儿,,妈妈就没有迟到过。,妈妈就没有迟到过。,媽媽就沒有遲到過。,Mom was never late.
SAY.chapterFlow02.5653.女儿,,阿公阿奶也是。,阿公阿奶也是。,阿公阿奶也是。,Grandma and Grandpa were late.
SAY.chapterFlow02.5654.主角,,那阿爸接你接得少嘛。,那阿爸接你接得少嘛。,那阿爸接你接得少嘛。,That's because I don't pick you up often.
SAY.chapterFlow02.5655.主角,,等我习惯了就不会了。,等我习惯了就不会了。,等我習慣了就不會了。,It won't happen after I'm used to it.
SAY.chapterFlow02.5656.女儿,,哦。,哦。,哦。,Oh.
SAY.chapterFlow02.5659.主角,,只有语文数学有作业？,只有语文数学有作业？,只有語文數學有作業？,Only language and math homework?
SAY.chapterFlow02.5662.女儿,,嗯。,嗯。,嗯。,Yeah.
SAY.chapterFlow02.5663.主角,,思想品德有咩？,思想品德有咩？,思想品德有咩？,Etiquette?
SAY.chapterFlow02.5664.女儿,,没有。,没有。,沒有。,No.
SAY.chapterFlow02.5665.主角,,那你认真点，写完给我检查。,那你认真点，写完给我检查。,那你認真點，寫完給我檢查。,I'll check when you're done， better focus on it.
SAY.chapterFlow02.5668.主角,,又装没听见？,又装没听见？,又裝沒聽見？,Pretending like you didn't hear me again?
SAY.chapterFlow02.5669.女儿,,阿爸。,阿爸。,阿爸。,Dad?
SAY.chapterFlow02.5683.女儿,,今晚会不会下雨？,今晚会不会下雨？,今晚會不會下雨？,Do you know if it will rain tonight?
SAY.chapterFlow02.5684.主角,,不知道。,不知道。,不知道。,I don't know.
SAY.chapterFlow02.5685.主角,,你莫要扯别的。,你莫要扯别的。,你莫要扯別的。,Don't try to change the subject.
SAY.chapterFlow02.5686.主角,,作业一定要做完。,作业一定要做完。,作業一定要做完。,You have to finish your homework.
SAY.chapterFlow02.5687.女儿,,……哦。,……哦。,……哦。,...Oh.
SAY.chapterFlow02.5689.主角,,你刚才是不是偷偷把菜倒垃圾桶了？,你刚才是不是偷偷把菜倒垃圾桶了？,你剛才是不是偷偷把菜倒垃圾桶了？,Did you put the veggies in the trash just now?
SAY.chapterFlow02.5690.女儿,,没有。,没有。,沒有。,No.
SAY.chapterFlow02.5691.主角,,我都看见了还说没有。,我都看见了还说没有。,我都看見了還說沒有。,I saw it， don't deny.
SAY.chapterFlow02.5692.主角,,桶里面的是什么？难道是我自己丢的？,桶里面的是什么？难道是我自己丢的？,桶裏面的是什麼？難道是我自己丟的？,What's in the trash can then? Did I throw it myself?
SAY.chapterFlow02.5693.主角,,不可以浪费粮食。,不可以浪费粮食。,不可以浪費糧食。,Don't waste food.
SAY.chapterFlow02.5694.主角,,你背诗都背过啦。,你背诗都背过啦。,你背詩都背過啦。,You memorized that poem.
SAY.chapterFlow02.5695.主角,,粒粒皆辛苦，是咩？,粒粒皆辛苦，是咩？,粒粒皆辛苦，是咩？,Every grain is hard earned， right?
SAY.chapterFlow02.5696.女儿,,我不想吃。,我不想吃。,我不想吃。,I don't want to eat.
SAY.chapterFlow02.5697.主角,,那你想吃什么？,那你想吃什么？,那你想吃什麼？,Do you want to eat something else?
SAY.chapterFlow02.5698.主角,,煮的全是你喜欢的菜。,煮的全是你喜欢的菜。,煮的全是你喜歡的菜。,I made everything you like.
SAY.chapterFlow02.5699.女儿,,你煮的太难吃了。,你煮的太难吃了。,你煮的太難吃了。,It's gross.
SAY.chapterFlow02.5700.女儿,,我吃不下。,我吃不下。,我吃不下。,I can't eat anymore.
SAY.chapterFlow02.5703.主角,,……,……,……,……
SAY.chapterFlow02.5704.女儿,,妈妈煮排骨是酸甜的，那些汁子可以送饭。,妈妈煮排骨是酸甜的，那些汁子可以送饭。,媽媽煮排骨是酸甜的，那些汁子可以送飯。,Mom's ribs are sweet and sour， it's good with rice.
SAY.chapterFlow02.5708.女儿,,你煮咸的，干巴巴的。,你煮咸的，干巴巴的。,你煮鹹的，乾巴巴的。,You made it too salty， and it's dry.
SAY.chapterFlow02.5709.女儿,,妈妈煮的芋头又软又有味道。,妈妈煮的芋头又软又有味道。,媽媽煮的芋頭又軟又有味道。,Mommy's taro is so soft and smells good.
SAY.chapterFlow02.5710.女儿,,你煮的好像没熟，我都不敢吃……,你煮的好像没熟，我都不敢吃……,你煮的好像沒熟，我都不敢吃……,Yours isn't even cooked， I'm afraid to eat it....
SAY.chapterFlow02.5711.女儿,,妈妈说生芋头不能吃，吃了会嘴巴痒的。,妈妈说生芋头不能吃，吃了会嘴巴痒的。,媽媽說生芋頭不能吃，吃了會嘴巴癢的。,Mommy said you can't eat taro raw， it will make your mouth itchy.
SAY.chapterFlow02.5706.主角,,……,……,……,……
SAY.chapterFlow02.5712.主角,,行行行。,行行行。,行行行。,Okay okay okay.
SAY.chapterFlow02.5713.主角,,下回照你讲的煮！,下回照你讲的煮！,下回照你講的煮！,I'll do it the way you want next time.
SAY.chapterFlow02.5716.主角,,不看了，睡觉。,不看了，睡觉。,不看了，睡覺。,It's bed time， no more.
SAY.chapterFlow02.5717.女儿,,都还没到时间。,都还没到时间。,都還沒到時間。,Time's not up yet.
SAY.chapterFlow02.5718.主角,,怎么没到，九点半了。,怎么没到，九点半了。,怎麼沒到，九點半了。,What do you mean it's not up? It's 9:30.
SAY.chapterFlow02.5719.女儿,,你不是说写完作业可以多看半个钟吗？,你不是说写完作业可以多看半个钟吗？,你不是說寫完作業可以多看半個鐘嗎？,You said I could watch an extra half hour if I did my homework.
SAY.chapterFlow02.5720.主角,,对啊，那你也看了呀。,对啊，那你也看了呀。,對啊，那你也看了呀。,Yeah， and you did.
SAY.chapterFlow02.5721.女儿,,原来是九点半。,原来是九点半。,原來是九點半。,It was originally 9:30.
SAY.chapterFlow02.5722.女儿,,多半个钟就是十点。,多半个钟就是十点。,多半個鐘就是十點。,An extra half hour means 10.
